CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
85102754,1,1,3,F,21,5,9,-,-,-,VENTURA,"SIMI VALLEY",2026
85120313,1,1,4,M,15,6,9,-,V,-,VENTURA,OXNARD,2026
85120431,2,1,2,F,6,6,2,P,-,1,VENTURA,"THOUSAND OAKS",2026
85120431,2,2,4,M,52,7,1,-,-,2,VENTURA,"THOUSAND OAKS",2026
85127626,1,1,4,M,47,6,9,-,J,-,VENTURA,OXNARD,2026
85140533,2,1,4,X,69,6,1,-,P,2,VENTURA,OJAI,2026
85155776,1,1,4,M,37,6,1,-,-,1,VENTURA,FILLMORE,2026
85189444,1,1,4,F,35,6,9,-,W,-,VENTURA,OXNARD,2026
8911724,1,1,3,F,34,1,-,-,-,-,VENTURA,OXNARD,2020
8911980,1,1,3,M,39,1,-,-,-,-,VENTURA,"THOUSAND OAKS",2020
8911980,2,1,2,M,23,0,3,M,G,0,VENTURA,"THOUSAND OAKS",2020
9016767,2,1,4,M,51,6,9,-,-,3,VENTURA,VENTURA,2020
9017628,1,1,4,M,39,4,9,M,P,0,VENTURA,OXNARD,2020
9025743,1,1,4,M,62,6,9,-,-,3,VENTURA,VENTURA,2020
9026460,2,1,3,F,66,4,9,-,-,3,VENTURA,CAMARILLO,2020
9055746,1,1,3,M,18,3,9,P,-,3,VENTURA,OXNARD,2020
9055806,2,1,3,M,22,3,9,P,-,3,VENTURA,OXNARD,2020
9055950,2,1,3,M,62,4,9,-,-,3,VENTURA,VENTURA,2020
9061643,1,1,4,F,42,4,9,P,V,0,VENTURA,OXNARD,2020
9061647,2,1,3,F,47,4,9,P,-,0,VENTURA,OXNARD,2020
9061651,1,1,4,M,27,4,1,P,B,2,VENTURA,OXNARD,2020
9061651,2,1,2,F,14,0,3,M,G,0,VENTURA,OXNARD,2020
9061917,1,1,4,F,17,3,1,P,-,3,VENTURA,"THOUSAND OAKS",2020
9067182,2,1,4,M,57,3,1,P,V,1,VENTURA,MOORPARK,2020
9069345,2,1,4,M,33,7,-,-,-,0,VENTURA,VENTURA,2020
9071526,1,1,4,M,67,4,9,P,-,0,VENTURA,OJAI,2020
9073239,2,1,3,M,16,4,-,P,V,0,VENTURA,OXNARD,2020
9078167,2,1,3,M,35,4,0,P,-,0,VENTURA,"THOUSAND OAKS",2020
9081403,1,1,4,M,49,4,-,P,V,0,VENTURA,OXNARD,2020
9097562,2,1,3,M,18,5,-,-,-,-,VENTURA,VENTURA,2020
9098727,1,1,3,F,55,4,-,P,-,0,VENTURA,OXNARD,2020
9098727,2,1,2,M,16,0,3,M,G,0,VENTURA,OXNARD,2020
9100967,2,1,4,F,27,4,-,P,W,3,VENTURA,OXNARD,2020
9100967,2,2,2,M,2,0,-,P,Y,-,VENTURA,OXNARD,2020
9100967,2,3,2,M,1,0,0,P,Y,-,VENTURA,OXNARD,2020
9109922,1,1,4,F,41,3,1,-,-,2,VENTURA,VENTURA,2020
9109922,2,1,2,F,44,0,3,M,G,0,VENTURA,VENTURA,2020
9113691,1,1,2,F,52,0,3,M,-,0,VENTURA,CAMARILLO,2020
9113691,2,1,3,M,63,3,-,-,P,-,VENTURA,CAMARILLO,2020
9115163,1,1,3,M,64,2,-,-,-,0,VENTURA,FILLMORE,2020
91189724,2,1,3,M,30,7,0,-,P,0,VENTURA,VENTURA,2020
9122150,2,1,3,M,24,4,-,P,-,0,VENTURA,OXNARD,2020
9122151,1,1,3,M,51,3,-,P,-,0,VENTURA,OXNARD,2020
9124350,1,1,4,M,25,6,-,-,-,-,VENTURA,VENTURA,2020
9124350,2,1,2,F,29,0,6,M,G,-,VENTURA,VENTURA,2020
9124350,2,2,2,F,3,0,5,M,G,-,VENTURA,VENTURA,2020
9125097,1,1,4,F,45,4,-,P,V,0,VENTURA,OXNARD,2020
91265040,1,1,3,M,20,5,0,-,P,0,VENTURA,UNINCORPORATED,2020
9127305,2,1,4,M,25,6,1,P,V,0,VENTURA,VENTURA,2020
91286851,2,1,3,F,31,6,9,-,P,0,VENTURA,"SIMI VALLEY",2020
91291848,2,1,4,M,47,6,1,-,V,2,VENTURA,UNINCORPORATED,2020
9129330,1,1,4,M,15,3,-,P,V,1,VENTURA,OXNARD,2020
91307258,2,1,4,M,56,7,1,-,V,2,VENTURA,UNINCORPORATED,2020
9131853,1,1,2,M,43,0,3,N,G,0,VENTURA,VENTURA,2020
9131853,2,1,4,M,57,3,1,P,W,0,VENTURA,VENTURA,2020
9131860,1,1,4,M,26,7,-,-,-,-,VENTURA,VENTURA,2020
9138893,1,1,4,M,26,3,1,P,-,0,VENTURA,OXNARD,2020
9138896,1,1,4,M,32,4,1,-,P,-,VENTURA,OXNARD,2020
9138907,1,1,4,M,39,3,-,P,V,1,VENTURA,OXNARD,2020
91393574,1,1,3,F,20,1,9,-,-,-,VENTURA,VENTURA,2020
91395762,2,1,4,M,81,5,1,-,W,0,VENTURA,UNINCORPORATED,2021
9141026,2,1,4,M,56,3,1,B,-,3,VENTURA,"THOUSAND OAKS",2020
9141593,2,1,3,F,64,2,-,P,-,0,VENTURA,OXNARD,2020
91419076,1,1,4,M,47,1,1,-,V,1,VENTURA,UNINCORPORATED,2020
91439456,1,1,4,M,69,6,1,-,W,1,VENTURA,UNINCORPORATED,2021
91443801,2,1,4,M,28,6,1,-,W,0,VENTURA,UNINCORPORATED,2021
9145660,1,1,2,F,42,0,4,M,C,0,VENTURA,"THOUSAND OAKS",2020
9145660,2,1,4,F,54,4,-,-,-,-,VENTURA,"THOUSAND OAKS",2020
91459206,2,1,3,M,61,6,9,-,P,0,VENTURA,UNINCORPORATED,2021
91466518,1,1,4,M,73,1,1,-,W,1,VENTURA,UNINCORPORATED,2021
91472646,2,1,4,M,48,5,1,-,W,1,VENTURA,UNINCORPORATED,2021
91476768,1,1,4,M,36,1,1,-,V,1,VENTURA,UNINCORPORATED,2020
91476768,2,1,1,M,49,7,1,B,G,0,VENTURA,UNINCORPORATED,2020
91490737,1,1,4,M,27,6,0,P,V,1,VENTURA,"THOUSAND OAKS",2021
9150079,2,1,3,M,53,4,-,P,-,0,VENTURA,OXNARD,2020
91501702,1,1,3,F,36,6,0,-,-,-,VENTURA,UNINCORPORATED,2021
9150951,1,1,3,M,55,4,-,P,-,0,VENTURA,OXNARD,2020
91561349,2,1,3,F,12,7,9,-,-,-,VENTURA,UNINCORPORATED,2021
9157607,2,1,3,F,60,2,-,-,-,-,VENTURA,"THOUSAND OAKS",2020
91589584,2,1,4,M,61,5,0,P,W,1,VENTURA,UNINCORPORATED,2021
91589777,2,1,4,F,72,5,0,P,P,1,VENTURA,UNINCORPORATED,2021
91600797,1,1,4,M,72,5,0,P,P,1,VENTURA,VENTURA,2021
91616206,1,1,3,F,33,6,0,P,P,0,VENTURA,VENTURA,2021
9163024,1,1,4,M,26,4,0,P,V,0,VENTURA,VENTURA,2020
91644583,2,1,4,M,66,6,0,P,P,1,VENTURA,UNINCORPORATED,2021
91645028,1,1,3,M,25,6,0,P,P,-,VENTURA,"SANTA PAULA",2021
91645738,1,1,4,M,74,7,0,P,W,1,VENTURA,UNINCORPORATED,2021
9167181,1,1,4,M,15,6,1,P,V,2,VENTURA,VENTURA,2020
9167181,2,1,4,M,13,6,1,P,V,2,VENTURA,VENTURA,2020
91683338,1,1,4,M,13,6,0,P,W,1,VENTURA,UNINCORPORATED,2022
9168407,1,1,4,M,52,3,-,P,-,0,VENTURA,OXNARD,2020
9168845,2,1,4,F,47,6,-,-,-,-,VENTURA,VENTURA,2020
9169177,1,1,3,M,5,2,-,P,-,0,VENTURA,OXNARD,2020
91700043,2,1,4,M,32,5,0,P,W,1,VENTURA,UNINCORPORATED,2022
91712573,2,1,3,M,36,6,0,P,P,0,VENTURA,VENTURA,2022
9174268,2,1,3,M,63,4,-,P,-,0,VENTURA,OXNARD,2020
91747293,1,1,3,M,14,7,0,P,P,0,VENTURA,"THOUSAND OAKS",2022
91763616,2,1,3,M,57,5,0,P,P,1,VENTURA,VENTURA,2022
91774778,1,1,4,M,70,6,0,P,P,1,VENTURA,VENTURA,2022
9182045,1,1,4,-,54,3,1,-,P,0,VENTURA,"THOUSAND OAKS",2020
91832204,1,1,3,M,45,5,0,P,P,1,VENTURA,UNINCORPORATED,2022
91840274,1,1,3,M,40,6,0,P,P,0,VENTURA,VENTURA,2022
91841240,2,1,3,F,50,1,0,P,-,-,VENTURA,"SIMI VALLEY",2022
9184210,2,1,3,F,31,3,-,-,-,-,VENTURA,CAMARILLO,2020
9184211,2,1,4,M,59,6,-,P,V,3,VENTURA,VENTURA,2020
91851913,1,1,3,M,31,5,0,B,P,-,VENTURA,VENTURA,2022
9185421,2,1,3,F,50,4,-,P,-,0,VENTURA,OXNARD,2020
91857611,2,1,4,M,66,5,0,P,V,1,VENTURA,UNINCORPORATED,2022
91870647,2,1,3,F,17,5,0,P,P,1,VENTURA,UNINCORPORATED,2022
91870647,3,1,3,F,17,5,0,P,P,1,VENTURA,UNINCORPORATED,2022
9187250,2,1,3,M,19,6,-,-,-,-,VENTURA,VENTURA,2020
9187257,2,1,4,M,84,6,-,-,-,-,VENTURA,VENTURA,2020
9188611,1,1,4,M,15,4,-,P,V,1,VENTURA,OXNARD,2020
91907145,2,1,4,M,58,6,0,P,P,1,VENTURA,UNINCORPORATED,2022
9194080,1,1,4,M,33,4,-,P,V,0,VENTURA,OXNARD,2020
91951162,2,1,3,F,52,7,0,P,P,0,VENTURA,UNINCORPORATED,2022
9196018,2,1,3,F,4,2,-,P,-,0,VENTURA,OXNARD,2020
9196736,2,1,3,F,58,4,-,P,-,-,VENTURA,"THOUSAND OAKS",2020
9197098,1,1,3,M,44,4,-,P,-,0,VENTURA,OXNARD,2020
91974683,1,1,4,M,21,6,0,P,V,1,VENTURA,"THOUSAND OAKS",2023
9197681,2,1,3,M,35,2,-,P,-,-,VENTURA,VENTURA,2020
9200392,1,1,4,M,10,3,1,P,-,2,VENTURA,OXNARD,2020
9200398,1,1,1,F,68,4,1,M,G,0,VENTURA,OXNARD,2020
9200398,2,1,3,F,41,4,-,P,-,1,VENTURA,OXNARD,2020
9200398,3,1,4,M,12,4,-,P,V,1,VENTURA,OXNARD,2020
9200991,2,1,3,F,35,4,-,P,-,0,VENTURA,OXNARD,2020
92018322,1,1,3,F,47,1,0,P,P,1,VENTURA,UNINCORPORATED,2023
9202459,2,1,3,F,68,6,-,-,-,-,VENTURA,VENTURA,2020
9204026,1,1,3,F,74,2,-,P,-,-,VENTURA,OXNARD,2020
9204335,2,1,4,M,52,2,-,P,W,0,VENTURA,OXNARD,2020
9206442,2,1,4,M,74,6,-,-,-,-,VENTURA,VENTURA,2020
92106995,2,1,4,M,10,7,0,P,P,2,VENTURA,UNINCORPORATED,2023
92108184,2,1,3,F,70,7,0,P,P,-,VENTURA,MOORPARK,2023
92109561,1,1,3,F,69,1,0,P,P,0,VENTURA,UNINCORPORATED,2023
9211077,2,1,3,F,30,4,-,-,P,-,VENTURA,CAMARILLO,2021
9212793,1,1,4,M,26,3,1,-,W,0,VENTURA,CAMARILLO,2020
9214002,1,1,4,M,25,4,-,P,V,0,VENTURA,OXNARD,2020
92140542,2,1,3,M,65,6,0,P,P,0,VENTURA,VENTURA,2023
92156079,2,1,3,F,45,5,0,-,-,-,VENTURA,"THOUSAND OAKS",2023
92157138,2,1,4,M,64,5,0,P,V,1,VENTURA,UNINCORPORATED,2023
9216750,2,1,4,M,27,7,0,P,W,0,VENTURA,VENTURA,2020
9216861,2,1,4,M,36,4,-,-,-,-,VENTURA,VENTURA,2021
9216868,2,1,3,M,27,6,-,-,-,-,VENTURA,VENTURA,2021
9216869,1,1,2,M,30,0,3,M,G,0,VENTURA,VENTURA,2021
9216869,2,1,4,M,47,6,-,P,W,0,VENTURA,VENTURA,2021
9219005,1,1,4,M,23,7,-,-,-,-,VENTURA,VENTURA,2020
9219216,1,1,3,M,49,4,-,P,-,0,VENTURA,OXNARD,2020
9219216,2,1,2,F,31,0,4,M,G,0,VENTURA,OXNARD,2020
9219216,2,2,2,F,0,0,6,M,Q,0,VENTURA,OXNARD,2020
9220523,2,1,4,M,15,4,-,P,V,1,VENTURA,OXNARD,2021
9220649,1,1,3,M,69,2,-,P,-,3,VENTURA,OXNARD,2020
92242253,1,1,3,F,79,5,0,-,-,0,VENTURA,UNINCORPORATED,2023
9224275,1,1,4,M,43,2,1,-,A,1,VENTURA,"THOUSAND OAKS",2021
9226234,2,1,3,F,14,3,-,-,-,-,VENTURA,MOORPARK,2021
92289186,2,1,3,F,19,6,0,-,-,0,VENTURA,UNINCORPORATED,2024
9228919,1,1,4,F,53,3,1,V,-,1,VENTURA,MOORPARK,2020
9230070,2,1,3,F,33,4,-,-,P,-,VENTURA,"THOUSAND OAKS",2021
9233016,2,1,3,F,25,3,-,-,P,-,VENTURA,MOORPARK,2021
9233240,2,1,3,M,59,3,-,-,-,-,VENTURA,CAMARILLO,2021
9233358,1,1,3,M,18,2,-,-,-,-,VENTURA,VENTURA,2020
9233710,2,1,4,F,56,3,1,W,-,1,VENTURA,"THOUSAND OAKS",2021
92343971,2,1,4,M,65,7,0,P,W,1,VENTURA,UNINCORPORATED,2024
9234655,1,1,4,F,59,4,-,P,-,0,VENTURA,OXNARD,2021
9234957,1,1,4,M,21,4,-,P,Y,1,VENTURA,OXNARD,2020
9236617,1,1,4,M,17,6,1,P,-,0,VENTURA,VENTURA,2021
9236617,2,1,1,M,32,6,1,P,W,0,VENTURA,VENTURA,2021
9236927,1,1,4,M,53,6,-,P,-,-,VENTURA,VENTURA,2021
9241046,2,1,3,M,34,4,-,P,-,0,VENTURA,OXNARD,2021
9241079,2,1,4,M,68,4,-,P,-,0,VENTURA,OXNARD,2021
9244890,1,1,4,M,23,4,-,P,-,1,VENTURA,OXNARD,2021
9250032,2,1,4,M,33,3,-,P,-,0,VENTURA,VENTURA,2021
9250038,1,1,3,M,49,4,1,-,-,-,VENTURA,VENTURA,2021
9251855,2,1,3,F,74,4,-,-,-,-,VENTURA,"THOUSAND OAKS",2021
9251857,2,1,4,M,57,3,1,-,W,1,VENTURA,"THOUSAND OAKS",2021
9252440,2,1,3,M,46,4,-,P,-,0,VENTURA,OXNARD,2021
9252864,2,1,4,M,41,4,-,P,-,0,VENTURA,OXNARD,2021
9252872,1,1,4,M,13,3,1,M,V,1,VENTURA,OXNARD,2021
9254139,1,1,4,M,58,6,0,P,-,0,VENTURA,VENTURA,2021
9254147,1,1,4,M,43,5,0,P,V,0,VENTURA,VENTURA,2021
9255653,2,1,4,M,16,4,-,P,V,0,VENTURA,OXNARD,2021
9255653,3,1,4,M,16,4,-,P,V,2,VENTURA,OXNARD,2021
9256270,1,1,3,M,52,1,-,-,-,-,VENTURA,VENTURA,2021
9256441,1,1,3,M,30,1,-,-,-,-,VENTURA,OXNARD,2020
9256441,2,1,2,M,8,0,6,P,B,0,VENTURA,OXNARD,2020
9256651,1,1,4,F,23,4,1,P,V,0,VENTURA,OXNARD,2021
9262367,1,1,3,F,9,3,-,-,-,-,VENTURA,MOORPARK,2021
9264049,2,1,3,F,48,3,-,P,-,0,VENTURA,MOORPARK,2021
9265329,1,1,4,M,20,4,-,-,Z,0,VENTURA,"PORT HUENEME",2020
9265331,2,1,4,M,9,3,-,-,A,3,VENTURA,"SANTA PAULA",2020
9265346,2,1,3,M,39,3,-,-,P,-,VENTURA,"PORT HUENEME",2020
9265349,2,1,4,F,11,3,1,-,V,1,VENTURA,"PORT HUENEME",2020
9265687,2,1,4,M,17,4,-,-,A,-,VENTURA,"SANTA PAULA",2020
9266218,2,1,4,M,25,3,-,-,A,0,VENTURA,"THOUSAND OAKS",2021
9268050,1,1,4,M,22,4,1,-,-,0,VENTURA,"PORT HUENEME",2021
9268050,2,1,2,F,28,0,3,M,G,0,VENTURA,"PORT HUENEME",2021
9270813,1,1,4,F,45,3,1,-,P,0,VENTURA,OXNARD,2020
9271554,2,1,4,M,40,3,-,P,V,0,VENTURA,OXNARD,2021
9274221,2,1,3,F,33,4,-,P,-,0,VENTURA,OXNARD,2021
9274222,1,1,4,F,46,4,-,P,V,0,VENTURA,OXNARD,2021
9277032,2,1,3,F,23,4,-,P,-,0,VENTURA,OXNARD,2021
9277115,2,1,3,F,51,4,-,P,-,0,VENTURA,OXNARD,2021
9278977,2,1,4,M,66,3,1,W,-,1,VENTURA,"THOUSAND OAKS",2021
9283721,2,1,4,M,65,3,1,P,-,0,VENTURA,CAMARILLO,2021
9284316,2,1,3,M,17,4,-,P,-,-,VENTURA,OXNARD,2021
9284449,2,1,3,F,36,6,-,-,-,-,VENTURA,VENTURA,2021
9284456,2,1,3,F,13,6,-,-,-,-,VENTURA,VENTURA,2021
9284605,2,1,3,M,55,4,-,P,-,1,VENTURA,OXNARD,2021
9284613,2,1,2,M,3,0,6,M,G,0,VENTURA,VENTURA,2021
9284613,3,1,3,M,57,5,-,-,-,-,VENTURA,VENTURA,2021
9288816,2,1,4,M,12,3,1,-,V,1,VENTURA,"THOUSAND OAKS",2021
9300525,2,1,4,M,51,3,-,-,-,-,VENTURA,VENTURA,2021
9313687,1,1,3,F,16,4,-,P,-,0,VENTURA,OXNARD,2021
9313690,1,1,4,M,16,3,-,P,V,1,VENTURA,OXNARD,2021
9313691,2,1,3,M,37,4,-,P,-,0,VENTURA,OXNARD,2021
9313693,1,1,2,M,3,0,6,M,Q,0,VENTURA,OXNARD,2021
9313693,2,1,3,M,69,4,-,P,-,0,VENTURA,OXNARD,2021
9320334,2,1,3,F,74,1,-,-,-,-,VENTURA,VENTURA,2021
9320617,1,1,3,M,28,1,-,-,-,-,VENTURA,VENTURA,2022
9322000,1,1,3,M,1,3,-,P,-,0,VENTURA,OXNARD,2021
9322000,2,1,3,M,38,2,-,P,-,0,VENTURA,OXNARD,2021
9322731,2,1,4,M,44,3,-,P,W,3,VENTURA,OXNARD,2021
9322735,2,1,4,M,40,2,-,P,V,1,VENTURA,OXNARD,2021
9323935,2,1,4,F,22,6,-,-,-,-,VENTURA,VENTURA,2021
9324839,1,1,4,-,50,5,1,P,V,1,VENTURA,VENTURA,2021
9336653,1,1,4,M,40,4,1,P,V,1,VENTURA,OXNARD,2021
9341885,2,1,4,M,31,5,0,P,V,1,VENTURA,VENTURA,2021
9342220,1,1,2,F,18,0,3,M,G,0,VENTURA,"SANTA PAULA",2020
9342220,2,1,3,F,47,3,0,P,A,-,VENTURA,"SANTA PAULA",2020
9344781,2,1,3,M,11,3,-,P,-,0,VENTURA,VENTURA,2021
9353054,2,1,4,F,40,5,-,-,-,0,VENTURA,VENTURA,2021
9353694,2,1,3,M,21,3,-,P,-,0,VENTURA,OXNARD,2021
9354199,2,1,3,F,66,3,-,P,-,0,VENTURA,OXNARD,2021
9359077,1,1,3,F,9,4,-,-,-,-,VENTURA,OXNARD,2021
9359531,1,1,4,M,55,3,-,P,V,1,VENTURA,OXNARD,2021
9359531,2,1,2,F,2,0,6,M,Q,0,VENTURA,OXNARD,2021
9368619,2,1,4,M,24,4,-,P,A,1,VENTURA,OXNARD,2021
9370477,1,1,4,M,51,3,-,P,V,0,VENTURA,OXNARD,2021
9370531,2,1,4,M,50,6,1,P,W,0,VENTURA,VENTURA,2021
9370683,1,1,3,-,998,2,-,-,-,0,VENTURA,OXNARD,2021
9370687,2,1,3,M,42,4,-,P,-,0,VENTURA,OXNARD,2021
9370690,1,1,4,M,58,4,-,N,W,1,VENTURA,OXNARD,2021
9370691,1,1,4,M,39,3,-,P,V,1,VENTURA,OXNARD,2021
9370691,2,1,2,F,37,0,3,M,G,0,VENTURA,OXNARD,2021
9372629,2,1,3,F,16,3,-,-,P,1,VENTURA,OXNARD,2021
9373057,1,1,1,M,73,4,1,P,-,0,VENTURA,OXNARD,2021
9373059,2,1,3,M,48,2,-,P,-,-,VENTURA,OXNARD,2021
9374663,1,1,2,F,16,0,3,M,G,0,VENTURA,VENTURA,2021
9374663,2,1,3,-,66,3,0,P,-,0,VENTURA,VENTURA,2021
9374667,2,1,3,M,69,6,-,P,-,0,VENTURA,VENTURA,2021
9377826,2,1,3,F,20,3,-,P,-,0,VENTURA,OXNARD,2021
9377868,1,1,4,M,22,4,-,P,-,0,VENTURA,OXNARD,2021
9380723,2,1,3,M,78,3,-,-,P,-,VENTURA,CAMARILLO,2021
9381540,2,1,3,M,39,7,0,P,-,0,VENTURA,VENTURA,2022
9382602,1,1,3,M,10,3,-,-,P,-,VENTURA,"PORT HUENEME",2021
9382742,2,1,3,F,72,3,-,P,-,0,VENTURA,OXNARD,2021
9383182,2,1,3,M,67,4,-,-,P,0,VENTURA,OXNARD,2021
9383184,2,1,3,F,38,3,-,-,P,0,VENTURA,OXNARD,2021
9390318,2,1,3,-,37,3,-,-,Z,-,VENTURA,"THOUSAND OAKS",2020
9390926,2,1,4,M,22,3,-,P,-,2,VENTURA,OXNARD,2021
9392045,2,1,3,M,37,6,-,-,-,-,VENTURA,VENTURA,2021
9392203,2,1,3,F,68,4,-,-,-,0,VENTURA,VENTURA,2022
9392204,2,1,4,-,30,7,-,-,-,0,VENTURA,VENTURA,2022
9395544,2,1,3,M,35,4,-,P,-,-,VENTURA,"PORT HUENEME",2022
9404109,2,1,3,M,36,4,-,P,-,-,VENTURA,OXNARD,2022
9404163,1,1,4,M,45,3,-,P,W,1,VENTURA,OXNARD,2021
9404272,2,1,4,M,43,4,-,P,W,1,VENTURA,OXNARD,2021
9406363,2,1,3,M,16,6,-,P,V,0,VENTURA,VENTURA,2022
9406742,1,1,3,F,14,6,-,-,-,-,VENTURA,VENTURA,2022
9406742,2,1,4,M,52,6,-,-,-,-,VENTURA,VENTURA,2022
9406837,2,1,3,M,63,4,-,-,-,-,VENTURA,VENTURA,2022
9406839,2,1,3,F,14,6,-,P,-,0,VENTURA,VENTURA,2022
9407211,2,1,3,M,35,2,-,P,-,-,VENTURA,OXNARD,2021
9410489,2,1,3,M,63,2,-,-,-,-,VENTURA,VENTURA,2022
9412803,1,1,4,F,17,3,1,N,V,1,VENTURA,OXNARD,2022
9412818,1,1,3,M,39,2,-,P,-,0,VENTURA,OXNARD,2022
9413203,1,1,4,F,17,4,-,P,V,0,VENTURA,OXNARD,2022
9413224,1,1,4,M,60,4,-,P,V,0,VENTURA,OXNARD,2022
9413350,2,1,4,M,14,3,-,P,V,1,VENTURA,OXNARD,2022
9414528,2,1,3,M,81,4,-,A,-,-,VENTURA,"SANTA PAULA",2022
9416068,2,1,4,M,43,4,-,-,-,-,VENTURA,"SANTA PAULA",2022
9421973,1,1,3,F,54,7,-,-,-,-,VENTURA,VENTURA,2022
9421973,2,1,4,M,21,6,0,-,-,-,VENTURA,VENTURA,2022
9423069,2,1,3,F,49,7,-,-,-,0,VENTURA,VENTURA,2022
9423285,2,1,4,M,37,4,0,P,-,0,VENTURA,"SANTA PAULA",2021
9429113,1,1,4,F,47,3,1,P,V,2,VENTURA,VENTURA,2022
9430199,2,1,3,F,17,4,-,P,-,0,VENTURA,OXNARD,2022
9430353,1,1,4,M,13,4,-,P,V,0,VENTURA,OXNARD,2022
9430353,2,1,2,F,18,0,3,M,G,0,VENTURA,OXNARD,2022
9430498,2,1,3,F,20,6,-,-,-,-,VENTURA,VENTURA,2022
9430544,2,1,4,M,76,6,-,-,-,-,VENTURA,VENTURA,2022
9436646,2,1,3,M,27,3,-,P,-,1,VENTURA,OXNARD,2022
9436703,2,1,3,M,14,4,-,P,-,0,VENTURA,OXNARD,2022
9436705,1,1,4,M,58,4,-,P,V,0,VENTURA,OXNARD,2022
9438030,2,1,4,M,78,4,1,P,-,2,VENTURA,VENTURA,2022
9440013,1,1,4,M,19,4,-,P,V,1,VENTURA,OXNARD,2022
9441553,2,1,4,F,49,3,-,P,V,0,VENTURA,OXNARD,2022
9443364,1,1,4,F,53,3,0,P,-,0,VENTURA,VENTURA,2022
9443792,2,1,4,M,17,4,-,P,V,0,VENTURA,OXNARD,2022
94528812,1,1,2,M,2,6,0,P,Y,0,VENTURA,UNINCORPORATED,2024
94529762,2,1,3,F,55,6,0,P,P,0,VENTURA,UNINCORPORATED,2024
9454853,2,1,4,M,33,3,-,P,V,1,VENTURA,OXNARD,2022
9458261,1,1,3,M,25,2,-,P,-,0,VENTURA,OXNARD,2022
94583017,1,1,3,M,63,1,9,-,-,-,VENTURA,UNINCORPORATED,2024
9460243,1,1,3,M,66,3,-,P,-,0,VENTURA,OXNARD,2022
9460243,2,1,2,M,28,0,3,M,G,0,VENTURA,OXNARD,2022
9460610,1,1,3,F,12,7,-,-,-,-,VENTURA,VENTURA,2022
9460613,1,1,2,F,80,0,1,M,G,0,VENTURA,VENTURA,2022
9460613,2,1,3,M,70,7,-,-,-,0,VENTURA,VENTURA,2022
9461650,1,1,3,F,15,3,-,-,-,-,VENTURA,VENTURA,2022
9461650,2,1,2,F,11,0,3,M,G,0,VENTURA,VENTURA,2022
9461654,2,1,3,M,29,4,0,P,-,0,VENTURA,VENTURA,2022
9464996,1,1,2,F,1,0,4,M,Q,0,VENTURA,OXNARD,2022
9464996,1,2,2,M,2,0,5,M,Q,0,VENTURA,OXNARD,2022
9464996,2,1,3,F,20,3,-,P,-,0,VENTURA,OXNARD,2022
9466193,2,1,3,F,36,3,-,-,-,-,VENTURA,VENTURA,2022
94663095,1,1,3,F,33,1,0,-,-,-,VENTURA,"SIMI VALLEY",2024
94663095,2,1,1,M,54,1,1,P,W,1,VENTURA,"SIMI VALLEY",2024
9467227,1,1,2,M,6,0,6,M,Q,0,VENTURA,OXNARD,2022
9467227,1,2,2,F,20,0,3,L,G,0,VENTURA,OXNARD,2022
9467227,2,1,3,M,78,4,-,P,-,0,VENTURA,OXNARD,2022
94679325,2,1,4,M,66,6,0,P,W,1,VENTURA,UNINCORPORATED,2025
9469820,1,1,4,M,16,3,-,P,V,1,VENTURA,OXNARD,2023
9469833,1,1,4,M,33,4,-,P,V,0,VENTURA,OXNARD,2023
9469900,2,1,4,M,60,2,1,P,V,2,VENTURA,OXNARD,2023
9469905,2,1,3,M,18,4,-,M,P,0,VENTURA,OXNARD,2023
9469969,2,1,3,F,38,3,-,P,B,0,VENTURA,OXNARD,2023
9473229,1,1,2,F,54,0,3,M,G,0,VENTURA,VENTURA,2022
9473229,2,1,4,F,41,6,1,P,W,0,VENTURA,VENTURA,2022
9475750,1,1,3,M,23,2,-,-,-,-,VENTURA,OXNARD,2022
9475750,2,1,2,F,17,0,6,P,G,0,VENTURA,OXNARD,2022
9475750,2,2,2,M,30,0,3,M,G,0,VENTURA,OXNARD,2022
94759550,2,1,3,F,26,5,0,-,-,0,VENTURA,UNINCORPORATED,2025
94818225,2,1,3,M,24,5,0,P,P,1,VENTURA,OXNARD,2025
9482353,1,1,2,F,17,0,3,M,G,0,VENTURA,VENTURA,2022
9482353,2,1,4,F,20,6,-,P,M,0,VENTURA,VENTURA,2022
94823842,2,1,4,F,66,5,0,P,P,1,VENTURA,VENTURA,2025
9483442,2,1,4,M,60,6,1,P,W,0,VENTURA,VENTURA,2022
9483451,1,1,3,M,64,5,0,P,-,0,VENTURA,VENTURA,2022
9483459,2,1,4,M,58,3,1,P,V,1,VENTURA,VENTURA,2022
94899411,1,1,4,M,66,1,1,P,W,1,VENTURA,UNINCORPORATED,2025
9493739,1,1,4,M,22,6,1,P,V,1,VENTURA,VENTURA,2022
9497226,1,1,4,M,14,6,-,-,-,-,VENTURA,VENTURA,2022
9497226,2,1,3,F,46,7,-,-,-,-,VENTURA,VENTURA,2022
